index,D_0__Archaea;D_1__Altiarchaeota,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Hadesarchaeaeota,D_0__Archaea;D_1__Hydrothermarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Archaea;__,D_0__Bacteria;D_1__Acetothermia,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__AncK6,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Caldiserica,D_0__Bacteria;D_1__Calditrichaeota,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Desantisbacteria,D_0__Bacteria;D_1__Edwardsbacteria,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firestonebacteria,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__LCP-89,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Lindowbacteria,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Poribacteria,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Schekmanbacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__TA06,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,D_0__Eukaryota;D_1__Excavata,D_0__Eukaryota;D_1__Opisthokonta,D_0__Eukaryota;__,Unassigned;__,Well,Area,Date,FilterSize,DNA_concentration_ng/μl,DNA_volume_μl,R1.seq.num,R2.seq.num,Matched.seq.num,OldID_for_R
Spring20190615-GW82220190415F01,0.0,0.0,9.0,4.0,0.0,0.0,53.0,47.0,0.0,7.0,375.0,807.0,0.0,46.0,0.0,41910.0,0.0,0.0,1052.0,44.0,149.0,0.0,5.0,463.0,0.0,0.0,330.0,26.0,0.0,0.0,10.0,0.0,0.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,290.0,0.0,1639.0,47.0,0.0,26991.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,27.0,0.0,0.0,0.0,257.0,0.0,6.0,0.0,0.0,GW822,Bkgd,4/15/19,F01,0.970,50.0,110049.0,106244.0,102643.0,GW822T190415F01
Spring20190615-GW82220190415F02,0.0,30.0,469.0,123.0,0.0,0.0,803.0,1459.0,0.0,15.0,6318.0,1352.0,0.0,150.0,3.0,3163.0,0.0,0.0,19478.0,721.0,930.0,0.0,8.0,3687.0,0.0,0.0,15932.0,108.0,12.0,0.0,388.0,345.0,0.0,270.0,0.0,13.0,140.0,0.0,2.0,0.0,68.0,0.0,0.0,154.0,0.0,464.0,7337.0,5.0,37913.0,1263.0,0.0,49929.0,283.0,0.0,58.0,0.0,0.0,2789.0,0.0,363.0,0.0,0.0,30.0,1156.0,0.0,0.0,0.0,0.0,GW822,Bkgd,4/15/19,F02,14.396,50.0,269024.0,255182.0,247114.0,GW822T190415F02
Spring20190615-GW82220190415F10,0.0,0.0,5.0,24.0,0.0,0.0,31.0,559.0,0.0,247.0,7386.0,3396.0,0.0,567.0,13.0,2807.0,0.0,51.0,1789.0,1798.0,992.0,5.0,15.0,494.0,0.0,0.0,1075.0,108.0,2.0,12.0,161.0,350.0,0.0,63.0,0.0,0.0,89.0,11.0,16.0,0.0,158.0,0.0,0.0,10.0,0.0,289.0,583.0,0.0,757.0,1863.0,0.0,120537.0,183.0,0.0,14.0,0.0,0.0,1361.0,0.0,184.0,0.0,0.0,23.0,364.0,0.0,0.0,0.0,11.0,GW822,Bkgd,4/15/19,F10,1.111,50.0,242158.0,234413.0,222801.0,GW822T190415F10
Spring20190615-GW82220190429F02,0.0,0.0,196.0,20.0,0.0,0.0,124.0,168.0,0.0,3.0,505.0,466.0,0.0,0.0,0.0,302.0,0.0,0.0,1385.0,124.0,58.0,0.0,23.0,181.0,0.0,0.0,1375.0,85.0,2.0,0.0,8.0,0.0,0.0,23.0,0.0,0.0,17.0,0.0,0.0,0.0,44.0,0.0,6.0,5.0,0.0,99.0,1017.0,0.0,2000.0,138.0,0.0,5269.0,94.0,0.0,11.0,0.0,0.0,158.0,0.0,88.0,0.0,0.0,12.0,86.0,0.0,0.0,0.0,0.0,GW822,Bkgd,4/29/19,F02,11.883,50.0,260363.0,185077.0,178576.0,GW822T190429F02
Spring20190615-GW82220190429F10,0.0,0.0,15.0,15.0,0.0,0.0,69.0,149.0,0.0,202.0,1581.0,1650.0,0.0,187.0,8.0,1091.0,0.0,18.0,775.0,668.0,185.0,0.0,102.0,241.0,0.0,0.0,182.0,56.0,0.0,0.0,41.0,112.0,0.0,52.0,0.0,0.0,46.0,0.0,0.0,0.0,81.0,0.0,0.0,6.0,0.0,121.0,386.0,0.0,282.0,356.0,0.0,26152.0,23.0,0.0,2.0,0.0,0.0,274.0,0.0,33.0,0.0,0.0,52.0,87.0,0.0,0.0,0.0,0.0,GW822,Bkgd,4/29/19,F10,1.220,50.0,65517.0,60719.0,58493.0,GW822T190429F10
Spring20190615-GW82220190513F01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,0.0,7.0,0.0,2455.0,0.0,0.0,97.0,3.0,6.0,0.0,11.0,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5975.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,174.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,GW822,Bkgd,5/13/19,F01,1.008,50.0,344748.0,244565.0,231218.0,GW822T190513F01
Spring20190615-GW82220190513F02,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,35.0,22.0,0.0,0.0,0.0,128.0,0.0,0.0,644.0,0.0,6.0,0.0,0.0,102.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,742.0,2.0,0.0,1457.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,GW822,Bkgd,5/13/19,F02,54.772,50.0,349643.0,245881.0,232295.0,GW822T190513F02
Spring20190615-GW82220190513F10,0.0,0.0,2.0,0.0,0.0,0.0,75.0,408.0,4.0,59.0,1442.0,462.0,0.0,112.0,5.0,811.0,0.0,12.0,923.0,678.0,47.0,0.0,12.0,260.0,0.0,0.0,426.0,38.0,0.0,7.0,40.0,159.0,0.0,11.0,0.0,0.0,67.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,152.0,390.0,0.0,1249.0,246.0,0.0,7053.0,74.0,0.0,5.0,0.0,0.0,547.0,3.0,29.0,0.0,0.0,22.0,98.0,0.0,0.0,0.0,0.0,GW822,Bkgd,5/13/19,F10,12.949,50.0,35303.0,33742.0,32435.0,GW822T190513F10
Spring20190615-GW82320190318F01,0.0,0.0,36.0,0.0,0.0,0.0,390.0,76.0,0.0,0.0,21.0,97.0,0.0,0.0,0.0,260.0,0.0,0.0,72.0,14.0,68.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,7395.0,8.0,0.0,2722.0,0.0,0.0,71.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,GW823,Bkgd,3/18/19,F01,ND,50.0,278880.0,195943.0,186686.0,GW823T190318F01
Spring20190615-GW82320190318F02,0.0,24.0,6226.0,213.0,6.0,0.0,178.0,1782.0,0.0,0.0,675.0,1952.0,23.0,76.0,17.0,1198.0,0.0,8.0,1502.0,648.0,1617.0,0.0,0.0,68.0,0.0,0.0,165.0,6.0,138.0,0.0,0.0,0.0,3.0,251.0,0.0,8.0,208.0,7.0,99.0,42.0,187.0,7.0,0.0,7.0,54.0,1378.0,2767.0,48.0,3060.0,1461.0,7.0,60360.0,126.0,2.0,161.0,6.0,0.0,1498.0,327.0,290.0,6.0,3.0,74.0,532.0,0.0,0.0,0.0,0.0,GW823,Bkgd,3/18/19,F02,1.980,50.0,137615.0,130510.0,125331.0,GW823T190318F02
Spring20190615-GW82320190318F10,0.0,0.0,7.0,22.0,0.0,0.0,0.0,24.0,0.0,12.0,121.0,964.0,0.0,43.0,10.0,763.0,0.0,0.0,326.0,336.0,121.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,41.0,0.0,0.0,23.0,0.0,26.0,0.0,17.0,0.0,0.0,0.0,0.0,286.0,30.0,0.0,186.0,352.0,0.0,35245.0,0.0,0.0,14.0,0.0,0.0,140.0,0.0,44.0,0.0,0.0,28.0,36.0,0.0,0.0,0.0,0.0,GW823,Bkgd,3/18/19,F10,0.690,50.0,52471.0,50680.0,48910.0,GW823T190318F10
Spring20190615-GW82320190401F01,0.0,0.0,296.0,0.0,0.0,0.0,2043.0,253.0,0.0,12.0,256.0,5374.0,0.0,13.0,0.0,22217.0,0.0,3.0,356.0,97.0,93.0,0.0,2.0,2.0,0.0,0.0,41.0,0.0,2.0,0.0,0.0,4.0,3.0,108.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,88.0,58.0,0.0,20718.0,22.0,0.0,259156.0,0.0,0.0,47.0,0.0,0.0,42.0,2.0,50.0,0.0,0.0,0.0,43.0,0.0,188.0,0.0,0.0,GW823,Bkgd,4/1/19,F01,0.530,50.0,519475.0,499297.0,484435.0,GW823T190401F01
Spring20190615-GW82320190401F02,0.0,0.0,353.0,31.0,0.0,0.0,40.0,155.0,0.0,0.0,102.0,914.0,0.0,19.0,0.0,806.0,0.0,0.0,118.0,105.0,135.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,17.0,0.0,36.0,0.0,0.0,0.0,11.0,205.0,343.0,5.0,532.0,140.0,0.0,13546.0,0.0,0.0,20.0,2.0,0.0,110.0,39.0,37.0,0.0,0.0,25.0,45.0,0.0,0.0,0.0,0.0,GW823,Bkgd,4/1/19,F02,0.720,50.0,269666.0,191200.0,183569.0,GW823T190401F02
Spring20190615-GW82320190401F10,0.0,0.0,8.0,16.0,0.0,0.0,0.0,10.0,0.0,5.0,196.0,574.0,0.0,23.0,3.0,361.0,0.0,0.0,125.0,525.0,75.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,69.0,0.0,0.0,14.0,0.0,19.0,0.0,13.0,0.0,0.0,0.0,0.0,303.0,21.0,0.0,143.0,70.0,0.0,12580.0,0.0,0.0,29.0,0.0,0.0,83.0,0.0,10.0,0.0,0.0,39.0,6.0,0.0,0.0,0.0,0.0,GW823,Bkgd,4/1/19,F10,1.441,50.0,229752.0,162971.0,156935.0,GW823T190401F10
Spring20190615-GW82320190415F01,0.0,0.0,6.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,282.0,1921.0,0.0,39.0,0.0,11816.0,0.0,0.0,1894.0,39.0,917.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1171.0,33.0,0.0,148134.0,0.0,0.0,21.0,0.0,0.0,1154.0,0.0,1365.0,0.0,0.0,0.0,1269.0,0.0,0.0,0.0,0.0,GW823,Bkgd,4/15/19,F01,0.190,50.0,240889.0,234573.0,226500.0,GW823T190415F01
Spring20190615-GW82320190415F02,0.0,8.0,75.0,80.0,3.0,0.0,54.0,157.0,0.0,0.0,544.0,1053.0,12.0,242.0,0.0,8084.0,0.0,3.0,461.0,444.0,511.0,0.0,0.0,8.0,0.0,0.0,64.0,2.0,52.0,0.0,0.0,10.0,10.0,44.0,0.0,5.0,50.0,0.0,61.0,5.0,85.0,0.0,6.0,0.0,13.0,754.0,391.0,16.0,778.0,460.0,0.0,73506.0,30.0,7.0,86.0,4.0,0.0,905.0,22.0,3963.0,2.0,0.0,61.0,372.0,0.0,0.0,0.0,0.0,GW823,Bkgd,4/15/19,F02,1.700,50.0,180510.0,167743.0,161915.0,GW823T190415F02
Spring20190615-GW82320190415F10,0.0,0.0,12.0,37.0,0.0,0.0,8.0,9.0,0.0,32.0,481.0,2306.0,0.0,89.0,8.0,1677.0,0.0,0.0,129.0,1337.0,101.0,0.0,0.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,110.0,0.0,0.0,26.0,0.0,40.0,0.0,54.0,2.0,0.0,0.0,4.0,3795.0,60.0,0.0,252.0,684.0,2.0,60437.0,0.0,0.0,31.0,5.0,0.0,277.0,0.0,548.0,0.0,0.0,124.0,133.0,0.0,0.0,0.0,0.0,GW823,Bkgd,4/15/19,F10,0.763,50.0,108131.0,101817.0,98377.0,GW823T190415F10
Spring20190615-GW82320190429F01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,0.0,0.0,0.0,30367.0,0.0,0.0,2.0,5.0,767.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,17733.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,8.0,0.0,0.0,0.0,63.0,0.0,11.0,0.0,0.0,GW823,Bkgd,4/29/19,F01,0.463,50.0,66577.0,63647.0,61603.0,GW823T190429F01
Spring20190615-GW82320190429F02,0.0,22.0,330.0,104.0,0.0,0.0,210.0,940.0,0.0,5.0,763.0,8567.0,20.0,270.0,0.0,35425.0,0.0,5.0,1584.0,1738.0,39354.0,4.0,19.0,564.0,0.0,0.0,101.0,0.0,55.0,0.0,0.0,37.0,21.0,155.0,0.0,0.0,47.0,0.0,33.0,0.0,62.0,3.0,13.0,0.0,28.0,1181.0,1316.0,38.0,2577.0,917.0,7.0,70222.0,113.0,20.0,242.0,11.0,0.0,705.0,76.0,573.0,2.0,6.0,53.0,1412.0,0.0,0.0,0.0,4.0,GW823,Bkgd,4/29/19,F02,0.687,50.0,233814.0,226696.0,219014.0,GW823T190429F02
Spring20190615-GW82320190429F10,0.0,0.0,17.0,37.0,0.0,0.0,7.0,54.0,0.0,17.0,535.0,4485.0,0.0,119.0,30.0,20758.0,0.0,3.0,626.0,2478.0,45434.0,0.0,27.0,445.0,0.0,14.0,15.0,6.0,0.0,0.0,44.0,0.0,0.0,78.0,0.0,0.0,31.0,0.0,49.0,0.0,86.0,0.0,0.0,0.0,8.0,27037.0,101.0,0.0,194.0,585.0,0.0,54467.0,0.0,0.0,52.0,0.0,0.0,381.0,0.0,232.0,16.0,7.0,116.0,397.0,0.0,0.0,0.0,0.0,GW823,Bkgd,4/29/19,F10,2.390,50.0,228156.0,211832.0,202379.0,GW823T190429F10
Spring20190615-GW82320190513F01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10290.0,0.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,GW823,Bkgd,5/13/19,F01,0.850,50.0,485647.0,343182.0,324778.0,GW823T190513F01
Spring20190615-GW82320190513F02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,114.0,0.0,0.0,0.0,2720.0,0.0,0.0,41.0,172.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0,0.0,20.0,0.0,4531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,558.0,0.0,0.0,0.0,0.0,GW823,Bkgd,5/13/19,F02,2.610,50.0,388527.0,266288.0,253945.0,GW823T190513F02
Spring20190615-GW82320190513F10,0.0,2.0,26.0,142.0,0.0,0.0,3.0,67.0,0.0,22.0,1033.0,4488.0,2.0,93.0,25.0,13064.0,0.0,0.0,1875.0,3729.0,508.0,0.0,15.0,67.0,0.0,8.0,47.0,0.0,6.0,0.0,31.0,0.0,5.0,1636.0,3.0,3.0,37.0,6.0,114.0,13.0,115.0,0.0,0.0,0.0,10.0,9739.0,152.0,0.0,585.0,1248.0,0.0,93152.0,10.0,0.0,76.0,7.0,0.0,585.0,0.0,2614.0,13.0,0.0,224.0,4128.0,0.0,0.0,0.0,2.0,GW823,Bkgd,5/13/19,F10,0.264,50.0,193895.0,185246.0,179845.0,GW823T190513F10
Spring20190615-MLSB520190319F02,0.0,3.0,0.0,35.0,0.0,0.0,0.0,51.0,0.0,0.0,23.0,46.0,0.0,0.0,0.0,164.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,123.0,134.0,4.0,375.0,42.0,0.0,11471.0,38.0,0.0,68.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,8.0,32.0,0.0,0.0,0.0,0.0,MLSB5,Area2,3/19/19,F02,42.157,50.0,209964.0,151635.0,144209.0,MLSB5T190319F02
Spring20190615-MLSB520190319F10,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,0.0,315.0,0.0,0.0,16.0,92.0,17.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,10.0,0.0,6079.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,MLSB5,Area2,3/19/19,F10,0.911,50.0,271900.0,187521.0,180248.0,MLSB5T190319F10
Spring20190615-MLSB520190402F01,0.0,0.0,0.0,0.0,0.0,0.0,159.0,28.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,383.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1230.0,0.0,0.0,4583.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,MLSB5,Area2,4/2/19,F01,0.071,50.0,353695.0,243461.0,229032.0,MLSB5T190402F01
Spring20190615-MLSB520190402F02,0.0,0.0,0.0,21.0,0.0,0.0,2.0,14.0,0.0,0.0,49.0,62.0,0.0,3.0,0.0,234.0,0.0,0.0,29.0,7.0,21.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,55.0,0.0,389.0,31.0,0.0,6061.0,46.0,0.0,23.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,32.0,52.0,0.0,0.0,0.0,0.0,MLSB5,Area2,4/2/19,F02,19.408,50.0,250077.0,176152.0,169678.0,MLSB5T190402F02
Spring20190615-MLSB520190402F10,0.0,0.0,6.0,236.0,0.0,0.0,25.0,25.0,0.0,14.0,397.0,1070.0,0.0,68.0,6.0,2375.0,4.0,0.0,233.0,1068.0,242.0,0.0,0.0,119.0,0.0,0.0,12.0,8.0,17.0,0.0,33.0,11.0,0.0,76.0,0.0,0.0,45.0,3.0,0.0,0.0,18.0,7.0,0.0,13.0,0.0,274.0,138.0,0.0,746.0,538.0,0.0,33900.0,41.0,0.0,180.0,0.0,4.0,104.0,9.0,15.0,0.0,0.0,87.0,260.0,0.0,0.0,0.0,0.0,MLSB5,Area2,4/2/19,F10,0.909,50.0,72510.0,67798.0,63959.0,MLSB5T190402F10
Spring20190615-MLSB520190416F01,0.0,0.0,3.0,0.0,0.0,0.0,267.0,57.0,0.0,0.0,439.0,14456.0,0.0,105.0,0.0,13346.0,0.0,8.0,580.0,102.0,813.0,0.0,8.0,83.0,0.0,0.0,46.0,0.0,11.0,0.0,0.0,5.0,0.0,5123.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,101.0,6.0,2580.0,233.0,0.0,141941.0,11.0,6.0,1100.0,4.0,0.0,934.0,0.0,474.0,0.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,MLSB5,Area2,4/16/19,F01,0.043,50.0,271349.0,265351.0,251490.0,MLSB5T190416F01
Spring20190615-MLSB520190416F02,0.0,0.0,0.0,29.0,0.0,0.0,12.0,125.0,0.0,0.0,104.0,240.0,0.0,24.0,0.0,778.0,0.0,0.0,93.0,16.0,23.0,7.0,0.0,19.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,0.0,132.0,207.0,6.0,923.0,201.0,0.0,14038.0,111.0,0.0,46.0,0.0,5.0,50.0,0.0,30.0,0.0,0.0,64.0,94.0,0.0,0.0,0.0,0.0,MLSB5,Area2,4/16/19,F02,5.490,50.0,182744.0,131257.0,125683.0,MLSB5T190416F02
Spring20190615-MLSB520190416F10,0.0,0.0,22.0,986.0,0.0,0.0,133.0,315.0,0.0,65.0,955.0,2718.0,0.0,417.0,7.0,7252.0,5.0,3.0,900.0,1859.0,434.0,26.0,30.0,288.0,0.0,0.0,60.0,49.0,52.0,0.0,16.0,30.0,0.0,310.0,0.0,0.0,114.0,3.0,0.0,0.0,64.0,16.0,0.0,40.0,7.0,823.0,688.0,8.0,3471.0,1682.0,6.0,65750.0,234.0,0.0,500.0,0.0,10.0,339.0,27.0,171.0,0.0,0.0,278.0,1029.0,0.0,0.0,0.0,12.0,MLSB5,Area2,4/16/19,F10,1.302,50.0,156175.0,147657.0,140783.0,MLSB5T190416F10
Spring20190615-MLSB520190430F01,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,119.0,0.0,0.0,245.0,1246.0,0.0,5.0,0.0,30616.0,0.0,0.0,410.0,17.0,2489.0,0.0,5.0,58.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,392.0,9.0,0.0,9865.0,124.0,0.0,138432.0,0.0,0.0,1174.0,0.0,0.0,183.0,0.0,380.0,0.0,0.0,0.0,1982.0,0.0,0.0,0.0,0.0,MLSB5,Area2,4/30/19,F01,0.224,50.0,286336.0,278025.0,263895.0,MLSB5T190430F01
Spring20190615-MLSB520190430F02,0.0,7.0,63.0,289.0,0.0,0.0,598.0,1547.0,3.0,4.0,1724.0,1698.0,44.0,151.0,21.0,10767.0,12.0,10.0,2285.0,732.0,896.0,43.0,5.0,439.0,0.0,0.0,197.0,2.0,482.0,6.0,0.0,137.0,0.0,207.0,0.0,0.0,267.0,62.0,13.0,19.0,45.0,133.0,7.0,164.0,101.0,1782.0,7321.0,79.0,13286.0,3552.0,0.0,111373.0,1529.0,21.0,1093.0,0.0,35.0,575.0,55.0,957.0,0.0,0.0,361.0,1142.0,0.0,0.0,0.0,11.0,MLSB5,Area2,4/30/19,F02,8.043,50.0,256218.0,253389.0,238556.0,MLSB5T190430F02
Spring20190615-MLSB520190430F10,0.0,0.0,36.0,312.0,0.0,0.0,91.0,134.0,0.0,69.0,1714.0,3404.0,0.0,416.0,8.0,10478.0,0.0,8.0,1177.0,2395.0,495.0,23.0,2.0,378.0,0.0,0.0,50.0,13.0,72.0,0.0,28.0,72.0,0.0,483.0,2.0,0.0,208.0,0.0,4.0,7.0,128.0,21.0,0.0,64.0,0.0,832.0,715.0,0.0,3196.0,2022.0,0.0,77198.0,232.0,0.0,262.0,0.0,14.0,365.0,15.0,458.0,3.0,0.0,628.0,787.0,0.0,0.0,0.0,5.0,MLSB5,Area2,4/30/19,F10,1.292,50.0,173005.0,163013.0,156347.0,MLSB5T190430F10
Spring20190615-MLSB520190514F01,0.0,0.0,0.0,0.0,0.0,0.0,115.0,24.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,11052.0,0.0,0.0,20.0,17.0,11.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,844.0,9.0,0.0,7598.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,MLSB5,Area2,5/14/19,F01,0.630,50.0,253106.0,185537.0,177340.0,MLSB5T190514F01
Spring20190615-MLSB520190514F02,0.0,0.0,0.0,35.0,0.0,0.0,30.0,181.0,0.0,0.0,265.0,729.0,5.0,14.0,3.0,2894.0,4.0,0.0,331.0,2249.0,86.0,6.0,11.0,57.0,0.0,0.0,3.0,0.0,62.0,5.0,0.0,21.0,0.0,65.0,0.0,0.0,39.0,0.0,0.0,0.0,9.0,9.0,0.0,33.0,0.0,167.0,454.0,16.0,878.0,354.0,0.0,13590.0,154.0,0.0,84.0,0.0,0.0,19.0,0.0,13.0,0.0,0.0,85.0,83.0,0.0,0.0,0.0,0.0,MLSB5,Area2,5/14/19,F02,7.940,50.0,37067.0,36497.0,34451.0,MLSB5T190514F02
